"Archive.Date"	"Group"	"Hospital.HIPE"	"Hospital"	"Specialty.HIPE"	"Speciality"	"Adult.Child"	"Age.Profile"	"Time.Bands"	"Total"
"6117"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	" 3-6 Months"	15
"6118"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	" 6-9 Months"	17
"6119"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	" 9-12 Months"	22
"6120"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	"12-15 Months"	16
"6121"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	"15-18 Months"	21
"6122"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Adult"	"65+"	"18+ Months"	6
"6123"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Child"	" 0-15"	" 0-3 Months"	2
"6124"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Child"	" 0-15"	" 6-9 Months"	1
"6125"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0400"	"Endocrinology"	"Child"	" 0-15"	" 9-12 Months"	2
"6126"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	" 0-3 Months"	454
"6127"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	" 3-6 Months"	296
"6128"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	" 6-9 Months"	342
"6129"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	" 9-12 Months"	315
"6130"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	"12-15 Months"	106
"6131"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	"15-18 Months"	17
"6132"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"16-64"	"18+ Months"	8
"6133"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	" 0-3 Months"	192
"6134"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	" 3-6 Months"	73
"6135"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	" 6-9 Months"	85
"6136"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	" 9-12 Months"	81
"6137"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	"12-15 Months"	28
"6138"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Adult"	"65+"	"15-18 Months"	2
"6139"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	" 0-3 Months"	206
"6140"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	" 3-6 Months"	112
"6141"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	" 6-9 Months"	168
"6142"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	" 9-12 Months"	117
"6143"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	"12-15 Months"	31
"6144"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	"15-18 Months"	1
"6145"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0600"	"Otolaryngology (ENT)"	"Child"	" 0-15"	"18+ Months"	3
"6146"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	" 0-3 Months"	150
"6147"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	" 3-6 Months"	107
"6148"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	" 6-9 Months"	120
"6149"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	" 9-12 Months"	88
"6150"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	"12-15 Months"	114
"6151"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	"15-18 Months"	120
"6152"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"16-64"	"18+ Months"	126
"6153"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	" 0-3 Months"	43
"6154"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	" 3-6 Months"	26
"6155"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	" 6-9 Months"	24
"6156"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	" 9-12 Months"	28
"6157"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	"12-15 Months"	24
"6158"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	"15-18 Months"	25
"6159"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Adult"	"65+"	"18+ Months"	31
"6160"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Child"	" 0-15"	" 0-3 Months"	1
"6161"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Child"	" 0-15"	" 6-9 Months"	2
"6162"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Child"	" 0-15"	" 9-12 Months"	2
"6163"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0700"	"Gastro-Enterology"	"Child"	" 0-15"	"15-18 Months"	1
"6164"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"16-64"	" 0-3 Months"	11
"6165"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"16-64"	" 3-6 Months"	11
"6166"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"16-64"	" 6-9 Months"	9
"6167"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"16-64"	"15-18 Months"	3
"6168"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"16-64"	"18+ Months"	27
"6169"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	" 0-3 Months"	58
"6170"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	" 3-6 Months"	56
"6171"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	" 6-9 Months"	39
"6172"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	" 9-12 Months"	23
"6173"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	"12-15 Months"	9
"6174"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	"15-18 Months"	15
"6175"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Adult"	"65+"	"18+ Months"	74
"6176"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"0900"	"Geriatric Medicine"	"Child"	" 0-15"	"18+ Months"	1
"6177"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"16-64"	" 0-3 Months"	35
"6178"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"16-64"	" 3-6 Months"	4
"6179"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"16-64"	" 6-9 Months"	11
"6180"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"16-64"	"18+ Months"	1
"6181"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"65+"	" 0-3 Months"	37
"6182"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"65+"	" 3-6 Months"	4
"6183"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1100"	"Haematology"	"Adult"	"65+"	" 6-9 Months"	4
"6184"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	" 0-3 Months"	191
"6185"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	" 3-6 Months"	186
"6186"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	" 6-9 Months"	93
"6187"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	" 9-12 Months"	93
"6188"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	"12-15 Months"	83
"6189"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	"15-18 Months"	79
"6190"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"16-64"	"18+ Months"	158
"6191"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	" 0-3 Months"	54
"6192"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	" 3-6 Months"	50
"6193"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	" 6-9 Months"	20
"6194"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	" 9-12 Months"	27
"6195"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	"12-15 Months"	30
"6196"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	"15-18 Months"	26
"6197"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Adult"	"65+"	"18+ Months"	41
"6198"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Child"	" 0-15"	" 3-6 Months"	3
"6199"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Child"	" 0-15"	" 6-9 Months"	3
"6200"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1300"	"Neurology"	"Child"	" 0-15"	"18+ Months"	1
"6201"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	" 0-3 Months"	342
"6202"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	" 3-6 Months"	107
"6203"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	" 6-9 Months"	87
"6204"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	" 9-12 Months"	154
"6205"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	"12-15 Months"	92
"6206"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	"15-18 Months"	81
"6207"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"16-64"	"18+ Months"	210
"6208"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	" 0-3 Months"	25
"6209"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	" 3-6 Months"	8
"6210"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	" 6-9 Months"	11
"6211"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	" 9-12 Months"	11
"6212"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	"12-15 Months"	6
"6213"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	"15-18 Months"	5
"6214"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Adult"	"65+"	"18+ Months"	19
"6215"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	" 0-3 Months"	4
"6216"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	" 3-6 Months"	2
"6217"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	" 6-9 Months"	1
"6218"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	" 9-12 Months"	1
"6219"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	"15-18 Months"	3
"6220"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1503"	"Gynaecology"	"Child"	" 0-15"	"18+ Months"	1
"6221"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1600"	"Oncology"	"Adult"	"16-64"	" 0-3 Months"	18
"6222"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1600"	"Oncology"	"Adult"	"16-64"	" 3-6 Months"	2
"6223"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1600"	"Oncology"	"Adult"	"65+"	" 0-3 Months"	15
"6224"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	" 0-3 Months"	457
"6225"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	" 3-6 Months"	295
"6226"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	" 6-9 Months"	211
"6227"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	" 9-12 Months"	176
"6228"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	"12-15 Months"	125
"6229"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	"15-18 Months"	97
"6230"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"16-64"	"18+ Months"	69
"6231"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	" 0-3 Months"	523
"6232"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	" 3-6 Months"	374
"6233"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	" 6-9 Months"	216
"6234"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	" 9-12 Months"	205
"6235"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	"12-15 Months"	129
"6236"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	"15-18 Months"	138
"6237"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Adult"	"65+"	"18+ Months"	66
"6238"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	" 0-3 Months"	158
"6239"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	" 3-6 Months"	60
"6240"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	" 6-9 Months"	39
"6241"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	" 9-12 Months"	48
"6242"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	"12-15 Months"	27
"6243"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	"15-18 Months"	15
"6244"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1700"	"Ophthalmology"	"Child"	" 0-15"	"18+ Months"	7
"6245"	"2017-01-31"	"University of Limerick Hospital Group"	300	"University Hospital Limerick"	"1900"	"Paediatrics"	"Adult"	"16-64"	" 0-3 Months"	13
